pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,mfe_r,mae_r,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_age_h1_bars,pd_zone,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,fvg_present,sweep_present,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,alert_bar_ts,alert_seq,bos_timestamp,bias,pd_alignment,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,killzone_blocked,killzone_windows
NZDUSD,2026-03-05T16:00:00+00:00,2026-03-05T20:00:00+00:00,2026-03-06T13:00:00+00:00,NY,bearish,BOS BOS,proximal,0.59004,0.59224,0.58641,,2.02,,tp1,0.58641,1.65,2.02,0.0,412.5,1.776,-0.73,17,17,-1,2,premium,4.0,1.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2026-03-05T14:00:00+00:00,BOS,BOS,False,False,False,,,,,False,16,bearish,with_trend,2026-03-05T15:00:00+00:00,1,2026-03-05T15:00:00+00:00,SHORT,aligned,no_fvg,NY,NY,True,False,OB only,True,"09:00-13:00 Asia/Tokyo, 02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
NZDUSD,2026-03-05T16:00:00+00:00,2026-03-06T00:00:00+00:00,2026-03-06T13:00:00+00:00,NY,bearish,BOS BOS,50pct,0.59074,0.59224,0.58641,,3.936,,tp1,0.58641,2.887,3.936,0.0,721.75,3.072,-0.604,13,13,-1,2,premium,4.0,1.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2026-03-05T14:00:00+00:00,BOS,BOS,False,False,False,,,,,False,16,bearish,with_trend,2026-03-05T15:00:00+00:00,1,2026-03-05T15:00:00+00:00,SHORT,aligned,no_fvg,NY,Asia,True,True,Both,True,"09:00-13:00 Asia/Tokyo, 02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
NZDUSD,2026-03-06T10:00:00+00:00,2026-03-06T16:00:00+00:00,2026-03-09T00:00:00+00:00,London,bearish,BOS BOS,proximal,0.59077,0.5924499999999999,0.58751,,2.56,,tp1,0.58751,1.94,2.56,0.0,485.0,3.292,-0.188,8,8,-1,3,premium,5.0,1.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2026-03-06T07:00:00+00:00,BOS,BOS,False,True,False,,,,,False,10,bearish,with_trend,2026-03-06T09:00:00+00:00,1,2026-03-06T09:00:00+00:00,SHORT,aligned,no_fvg,London,NY,True,False,OB only,True,"09:00-13:00 Asia/Tokyo, 02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
NZDUSD,2026-03-06T10:00:00+00:00,2026-03-09T09:00:00+00:00,2026-03-09T13:00:00+00:00,London,bearish,BOS BOS,50pct,0.59121,0.5924499999999999,0.58751,,4.405,,sl,0.59121,0.0,-1.0,-1.0,0.0,2.064,-0.889,4,-1,-1,3,premium,5.0,1.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2026-03-06T07:00:00+00:00,BOS,BOS,False,True,False,,,,,False,10,bearish,with_trend,2026-03-06T09:00:00+00:00,1,2026-03-06T09:00:00+00:00,SHORT,aligned,no_fvg,London,London,True,False,OB only,True,"09:00-13:00 Asia/Tokyo, 02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
NZDUSD,2026-03-18T13:00:00+00:00,2026-03-19T18:00:00+00:00,2026-03-19T19:00:00+00:00,NY,bearish,BOS BOS,proximal,0.58596,0.58734,0.58394,0.5819,2.05,4.12,sl,0.58734,-1.0,-1.0,-1.0,-250.0,0.819,-2.352,1,-1,-1,4,premium,5.0,1.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2026-03-18T09:00:00+00:00,BOS,BOS,True,False,False,,,,,False,13,bearish,with_trend,2026-03-18T12:00:00+00:00,1,2026-03-18T12:00:00+00:00,SHORT,aligned,fresh,London,NY,False,False,Neither,False,"09:00-13:00 Asia/Tokyo, 02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
NZDUSD,2026-03-18T13:00:00+00:00,2026-03-19T18:00:00+00:00,2026-03-19T19:00:00+00:00,NY,bearish,BOS BOS,50pct,0.58625,0.58734,0.58394,0.5819,3.348,6.304,sl,0.58734,-1.0,-1.0,-1.0,-250.0,1.303,-2.712,1,-1,-1,4,premium,5.0,1.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2026-03-18T09:00:00+00:00,BOS,BOS,True,False,False,,,,,False,13,bearish,with_trend,2026-03-18T12:00:00+00:00,1,2026-03-18T12:00:00+00:00,SHORT,aligned,fresh,London,NY,False,False,Neither,False,"09:00-13:00 Asia/Tokyo, 02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
NZDUSD,2026-03-20T14:00:00+00:00,2026-03-23T14:00:00+00:00,2026-03-23T15:00:00+00:00,NY,bearish,BOS BOS,proximal,0.58637,0.5885199999999999,0.5819,0.5817,2.56,2.68,sl,0.5885199999999999,-1.0,-1.0,-1.0,-250.0,0.939,-1.077,1,-1,-1,3,premium,5.0,1.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2026-03-20T11:00:00+00:00,BOS,BOS,False,True,False,,,,,False,14,bearish,with_trend,2026-03-20T13:00:00+00:00,1,2026-03-20T13:00:00+00:00,SHORT,aligned,no_fvg,London,NY,True,False,OB only,True,"09:00-13:00 Asia/Tokyo, 02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
NZDUSD,2026-03-20T14:00:00+00:00,2026-03-23T14:00:00+00:00,2026-03-23T15:00:00+00:00,NY,bearish,BOS BOS,50pct,0.58704,0.5885199999999999,0.5819,0.5817,4.759,4.944,sl,0.5885199999999999,-1.0,-1.0,-1.0,-250.0,1.817,-1.112,1,-1,-1,3,premium,5.0,1.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2026-03-20T11:00:00+00:00,BOS,BOS,False,True,False,,,,,False,14,bearish,with_trend,2026-03-20T13:00:00+00:00,1,2026-03-20T13:00:00+00:00,SHORT,aligned,no_fvg,London,NY,True,False,OB only,True,"09:00-13:00 Asia/Tokyo, 02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
NZDUSD,2026-03-24T18:00:00+00:00,2026-03-26T11:00:00+00:00,2026-03-26T19:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,0.57817,0.57564,0.5816,0.58289,1.61,2.21,sl,0.57564,-1.0,-1.0,-1.0,-250.0,0.516,-1.079,8,-1,-1,32,discount,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2026-03-23T10:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,18,bullish,with_trend,2026-03-24T17:00:00+00:00,1,2026-03-23T12:00:00+00:00,LONG,aligned,fresh,London,London,False,True,Fill only,True,"09:00-13:00 Asia/Tokyo, 02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
NZDUSD,2026-03-24T18:00:00+00:00,2026-03-26T16:00:00+00:00,2026-03-26T19:00:00+00:00,NY,bullish,CHoCH CHoCH,50pct,0.5773,0.57564,0.5816,0.58289,3.413,4.437,sl,0.57564,-1.0,-1.0,-1.0,-250.0,0.362,-1.12,3,-1,-1,32,discount,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2026-03-23T10:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,18,bullish,with_trend,2026-03-24T17:00:00+00:00,1,2026-03-23T12:00:00+00:00,LONG,aligned,fresh,London,NY,False,False,Neither,True,"09:00-13:00 Asia/Tokyo, 02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
NZDUSD,2026-03-25T11:00:00+00:00,2026-03-26T06:00:00+00:00,2026-03-26T16:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,0.57968,0.5772700000000001,0.58289,0.58394,1.6,2.12,sl,0.5772700000000001,-1.0,-1.0,-1.0,-250.0,0.194,-1.208,10,-1,-1,50,equilibrium,6.0,4.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-03-23T09:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,11,bullish,with_trend,2026-03-25T10:00:00+00:00,1,2026-03-23T12:00:00+00:00,LONG,neutral,fresh,London,Asia,False,True,Fill only,False,"09:00-13:00 Asia/Tokyo, 02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
NZDUSD,2026-03-25T11:00:00+00:00,2026-03-26T07:00:00+00:00,2026-03-26T16:00:00+00:00,London,bullish,CHoCH CHoCH,50pct,0.57887,0.5772700000000001,0.58289,0.58394,3.35,4.225,sl,0.5772700000000001,-1.0,-1.0,-1.0,-250.0,0.567,-1.314,9,-1,-1,50,discount,6.0,4.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-03-23T09:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,11,bullish,with_trend,2026-03-25T10:00:00+00:00,1,2026-03-23T12:00:00+00:00,LONG,aligned,fresh,London,London,False,True,Fill only,False,"09:00-13:00 Asia/Tokyo, 02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
NZDUSD,2026-03-26T05:00:00+00:00,2026-03-26T06:00:00+00:00,2026-03-26T11:00:00+00:00,Asia,bullish,CHoCH CHoCH,proximal,0.57991,0.5784400000000001,0.5816,0.58289,1.57,2.78,sl,0.5784400000000001,-1.0,-1.0,-1.0,-250.0,0.161,-1.684,5,-1,-1,70,equilibrium,6.0,4.0,0.0,1.0,0.0,1.0,"structure,fvg",False,h1_only,2026-03-23T07:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,5,bullish,with_trend,2026-03-26T04:00:00+00:00,1,2026-03-23T12:00:00+00:00,LONG,neutral,fresh,London,Asia,True,True,Both,True,"09:00-13:00 Asia/Tokyo, 02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
NZDUSD,2026-03-26T05:00:00+00:00,2026-03-26T06:00:00+00:00,2026-03-26T11:00:00+00:00,Asia,bullish,CHoCH CHoCH,50pct,0.57958,0.5784400000000001,0.5816,0.58289,2.73,4.473,sl,0.5784400000000001,-1.0,-1.0,-1.0,-250.0,0.498,-1.883,5,-1,-1,70,equilibrium,6.0,4.0,0.0,1.0,0.0,1.0,"structure,fvg",False,h1_only,2026-03-23T07:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,5,bullish,with_trend,2026-03-26T04:00:00+00:00,1,2026-03-23T12:00:00+00:00,LONG,neutral,fresh,London,Asia,True,True,Both,True,"09:00-13:00 Asia/Tokyo, 02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
USDCHF,2026-03-06T17:00:00+00:00,2026-03-09T00:00:00+00:00,2026-03-09T07:00:00+00:00,NY,bearish,BOS BOS,proximal,0.78128,0.78316,0.77847,,1.67,,tp1,0.77847,1.495,1.67,1.862,373.75,1.904,-0.676,7,7,-1,5,discount,4.0,1.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2026-03-06T12:00:00+00:00,BOS,BOS,False,False,False,,,,,False,17,bearish,with_trend,2026-03-06T16:00:00+00:00,1,2026-03-06T16:00:00+00:00,SHORT,counter,no_fvg,London,Asia,True,False,OB only,True,"02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
USDCHF,2026-03-06T17:00:00+00:00,2026-03-09T01:00:00+00:00,2026-03-09T07:00:00+00:00,NY,bearish,BOS BOS,50pct,0.78202,0.78316,0.77847,,3.777,,tp1,0.77847,3.114,3.777,4.105,778.5,3.789,-0.465,6,6,-1,5,discount,4.0,1.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2026-03-06T12:00:00+00:00,BOS,BOS,False,False,False,,,,,False,17,bearish,with_trend,2026-03-06T16:00:00+00:00,1,2026-03-06T16:00:00+00:00,SHORT,counter,no_fvg,London,Asia,True,False,OB only,True,"02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
USDCHF,2026-03-16T11:00:00+00:00,,,London,bearish,BOS BOS,proximal,0.79075,0.7926799999999999,0.78609,,2.69,,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,4,discount,7.0,1.0,1.0,2.0,2.0,1.0,"structure,sweep,fvg,freshness",False,h1_only,2026-03-16T07:00:00+00:00,BOS,BOS,True,True,False,,,,,False,11,bearish,with_trend,2026-03-16T10:00:00+00:00,1,2026-03-16T10:00:00+00:00,SHORT,counter,fresh,London,London,True,False,never_filled,False,"02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
USDCHF,2026-03-16T11:00:00+00:00,,,London,bearish,BOS BOS,50pct,0.79152,0.7926799999999999,0.78609,,5.656,,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,4,discount,7.0,1.0,1.0,2.0,2.0,1.0,"structure,sweep,fvg,freshness",False,h1_only,2026-03-16T07:00:00+00:00,BOS,BOS,True,True,False,,,,,False,11,bearish,with_trend,2026-03-16T10:00:00+00:00,1,2026-03-16T10:00:00+00:00,SHORT,counter,fresh,London,London,True,False,never_filled,False,"02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
USDCHF,2026-03-18T10:00:00+00:00,2026-03-18T12:00:00+00:00,2026-03-18T13:00:00+00:00,London,bearish,BOS BOS,proximal,0.7881,0.78935,0.78609,0.78606,1.91,1.94,sl,0.78935,-1.0,-1.0,-1.0,-250.0,1.984,-1.032,1,-1,-1,33,discount,5.0,1.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2026-03-17T01:00:00+00:00,BOS,BOS,True,False,False,,,,,False,10,bearish,with_trend,2026-03-18T09:00:00+00:00,1,2026-03-17T15:00:00+00:00,SHORT,counter,fresh,Asia,London,False,True,Fill only,True,"02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
USDCHF,2026-03-18T10:00:00+00:00,2026-03-18T13:00:00+00:00,2026-03-18T13:00:00+00:00,London,bearish,BOS BOS,50pct,0.78853,0.78935,0.78609,0.78606,3.935,3.984,sl,0.78935,-1.0,-1.0,-1.0,-250.0,0.854,-1.049,0,-1,-1,33,discount,5.0,1.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2026-03-17T01:00:00+00:00,BOS,BOS,True,False,False,,,,,False,10,bearish,with_trend,2026-03-18T09:00:00+00:00,1,2026-03-17T15:00:00+00:00,SHORT,counter,fresh,Asia,NY,False,True,Fill only,True,"02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
USDCHF,2026-03-18T13:00:00+00:00,2026-03-19T19:00:00+00:00,2026-03-20T03:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,0.7865,0.785,0.78931,,2.16,,tp1,0.78931,1.873,2.16,0.0,468.25,1.94,-0.527,8,8,-1,2,discount,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2026-03-18T11:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,13,bullish,with_trend,2026-03-18T12:00:00+00:00,1,2026-03-18T12:00:00+00:00,LONG,aligned,no_fvg,London,NY,True,False,OB only,False,"02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
USDCHF,2026-03-18T13:00:00+00:00,2026-03-19T19:00:00+00:00,2026-03-20T03:00:00+00:00,NY,bullish,CHoCH CHoCH,50pct,0.78595,0.785,0.78931,,4.48,,tp1,0.78931,3.537,4.48,0.0,884.25,3.642,-0.253,8,8,-1,2,discount,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2026-03-18T11:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,13,bullish,with_trend,2026-03-18T12:00:00+00:00,1,2026-03-18T12:00:00+00:00,LONG,aligned,no_fvg,London,NY,True,False,OB only,False,"02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
USDCHF,2026-03-23T09:00:00+00:00,2026-03-23T11:00:00+00:00,2026-03-23T11:00:00+00:00,London,bullish,BOS BOS,proximal,0.79004,0.78833,0.79361,0.7958,2.36,3.81,sl,0.78833,-1.0,-1.0,-1.0,-250.0,2.298,-2.532,0,-1,-1,2,discount,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2026-03-23T07:00:00+00:00,BOS,BOS,False,False,False,,,,,False,9,bullish,with_trend,2026-03-23T08:00:00+00:00,1,2026-03-23T08:00:00+00:00,LONG,aligned,no_fvg,London,London,True,True,Both,True,"02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
USDCHF,2026-03-23T09:00:00+00:00,2026-03-23T11:00:00+00:00,2026-03-23T11:00:00+00:00,London,bullish,BOS BOS,50pct,0.78939,0.78833,0.79361,0.7958,4.907,7.453,sl,0.78833,-1.0,-1.0,-1.0,-250.0,4.321,-3.472,0,-1,-1,2,discount,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2026-03-23T07:00:00+00:00,BOS,BOS,False,False,False,,,,,False,9,bullish,with_trend,2026-03-23T08:00:00+00:00,1,2026-03-23T08:00:00+00:00,LONG,aligned,no_fvg,London,London,True,True,Both,True,"02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
USDCHF,2026-03-23T15:00:00+00:00,,,NY,bearish,BOS BOS,proximal,0.79283,0.7942199999999999,0.79089,,1.63,,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,5,discount,5.0,1.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2026-03-23T10:00:00+00:00,BOS,BOS,True,False,False,,,,,False,15,bearish,with_trend,2026-03-23T14:00:00+00:00,1,2026-03-23T12:00:00+00:00,SHORT,counter,fresh,London,NY,False,False,never_filled,True,"02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
USDCHF,2026-03-23T15:00:00+00:00,,,NY,bearish,BOS BOS,50pct,0.79333,0.7942199999999999,0.79089,,3.536,,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,5,discount,5.0,1.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2026-03-23T10:00:00+00:00,BOS,BOS,True,False,False,,,,,False,15,bearish,with_trend,2026-03-23T14:00:00+00:00,1,2026-03-23T12:00:00+00:00,SHORT,counter,fresh,London,NY,False,False,never_filled,True,"02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
USDCHF,2026-03-26T05:00:00+00:00,,,Asia,bullish,BOS BOS,proximal,0.78937,0.7881,0.7917,0.79228,2.18,2.72,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,18,discount,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2026-03-25T11:00:00+00:00,BOS,BOS,False,False,False,,,,,False,5,bullish,with_trend,2026-03-26T04:00:00+00:00,1,2026-03-25T13:00:00+00:00,LONG,aligned,no_fvg,London,Asia,True,False,never_filled,True,"02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
USDCHF,2026-03-26T05:00:00+00:00,,,Asia,bullish,BOS BOS,50pct,0.78894,0.7881,0.7917,0.79228,4.313,5.219,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,18,discount,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2026-03-25T11:00:00+00:00,BOS,BOS,False,False,False,,,,,False,5,bullish,with_trend,2026-03-26T04:00:00+00:00,1,2026-03-25T13:00:00+00:00,LONG,aligned,no_fvg,London,Asia,True,False,never_filled,True,"02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
USDCHF,2026-03-26T12:00:00+00:00,2026-03-26T13:00:00+00:00,2026-03-26T20:00:00+00:00,London,bullish,BOS BOS,proximal,0.79282,0.79105,0.7958,,1.9,,tp1,0.7958,1.684,1.9,4.096,421.0,1.757,-0.266,7,7,-1,4,discount,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2026-03-26T08:00:00+00:00,BOS,BOS,False,False,False,,,,,False,12,bullish,with_trend,2026-03-26T11:00:00+00:00,1,2026-03-26T11:00:00+00:00,LONG,aligned,no_fvg,London,NY,True,True,Both,False,"02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
USDCHF,2026-03-26T12:00:00+00:00,,,London,bullish,BOS BOS,50pct,0.79214,0.79105,0.7958,,4.112,,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,4,discount,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2026-03-26T08:00:00+00:00,BOS,BOS,False,False,False,,,,,False,12,bullish,with_trend,2026-03-26T11:00:00+00:00,1,2026-03-26T11:00:00+00:00,LONG,aligned,no_fvg,London,London,True,False,never_filled,False,"02:00-05:00 America/New_York, 07:00-10:00 America/New_York"
NAS100,2026-03-05T10:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,25361.25,25417.27,25264.75,,1.72,,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,112,discount,8.4,4.0,1.44,1.0,1.0,1.0,"structure,sweep,fvg,freshness",False,h1_only,2026-02-26T13:00:00+00:00,CHoCH,CHoCH,True,True,False,,,,,False,10,bearish,with_trend,2026-03-05T09:00:00+00:00,1,2026-02-26T14:00:00+00:00,SHORT,counter,fresh,NY,London,True,False,never_filled,True,"08:30-11:00 America/New_York, 11:00-13:00 America/New_York"
NAS100,2026-03-05T10:00:00+00:00,,,London,bearish,CHoCH CHoCH,50pct,25388.25,25417.27,25264.75,,4.259,,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,112,discount,8.4,4.0,1.44,1.0,1.0,1.0,"structure,sweep,fvg,freshness",False,h1_only,2026-02-26T13:00:00+00:00,CHoCH,CHoCH,True,True,False,,,,,False,10,bearish,with_trend,2026-03-05T09:00:00+00:00,1,2026-02-26T14:00:00+00:00,SHORT,counter,fresh,NY,London,True,False,never_filled,True,"08:30-11:00 America/New_York, 11:00-13:00 America/New_York"
NAS100,2026-03-05T18:00:00+00:00,2026-03-05T20:00:00+00:00,2026-03-08T22:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,24962.75,25189.77,24592.75,,1.63,,tp1,24592.75,1.63,1.63,0.0,407.5,3.254,-0.787,25,25,-1,4,discount,6.0,4.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2026-03-05T14:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,18,bearish,with_trend,2026-03-05T17:00:00+00:00,1,2026-03-05T17:00:00+00:00,SHORT,counter,no_fvg,NY,NY,True,False,OB only,True,"08:30-11:00 America/New_York, 11:00-13:00 America/New_York"
NAS100,2026-03-05T18:00:00+00:00,2026-03-06T00:00:00+00:00,2026-03-08T22:00:00+00:00,NY,bearish,CHoCH CHoCH,50pct,25075.25,25189.77,24592.75,,4.214,,tp1,24592.75,4.213,4.214,1.295,1053.25,7.433,-0.579,22,22,-1,4,discount,6.0,4.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2026-03-05T14:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,18,bearish,with_trend,2026-03-05T17:00:00+00:00,1,2026-03-05T17:00:00+00:00,SHORT,counter,no_fvg,NY,Asia,True,False,OB only,True,"08:30-11:00 America/New_York, 11:00-13:00 America/New_York"
NAS100,2026-03-10T15:00:00+00:00,2026-03-10T16:00:00+00:00,2026-03-10T19:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,25109.0,24956.73,25345.5,,1.55,,sl,24956.73,-1.0,-1.0,-1.0,-250.0,0.713,-1.108,3,-1,-1,4,discount,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2026-03-10T11:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,15,bullish,with_trend,2026-03-10T14:00:00+00:00,1,2026-03-10T14:00:00+00:00,LONG,aligned,no_fvg,London,NY,False,True,Fill only,False,"08:30-11:00 America/New_York, 11:00-13:00 America/New_York"
NAS100,2026-03-10T15:00:00+00:00,2026-03-10T18:00:00+00:00,2026-03-10T19:00:00+00:00,NY,bullish,CHoCH CHoCH,50pct,25033.88,24956.73,25345.5,,4.04,,sl,24956.73,-1.0,-1.0,-1.0,-250.0,1.907,-1.214,1,-1,-1,4,discount,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2026-03-10T11:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,15,bullish,with_trend,2026-03-10T14:00:00+00:00,1,2026-03-10T14:00:00+00:00,LONG,aligned,no_fvg,London,NY,False,False,Neither,False,"08:30-11:00 America/New_York, 11:00-13:00 America/New_York"
NAS100,2026-03-16T16:00:00+00:00,2026-03-17T05:00:00+00:00,2026-03-17T13:00:00+00:00,NY,bullish,BOS BOS,proximal,24764.5,24608.73,24999.0,,1.51,,tp1,24999.0,1.505,1.51,0.0,376.25,2.263,-0.233,8,8,-1,2,discount,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2026-03-16T14:00:00+00:00,BOS,BOS,False,False,False,,,,,False,16,bullish,with_trend,2026-03-16T15:00:00+00:00,1,2026-03-16T15:00:00+00:00,LONG,aligned,no_fvg,NY,Asia,True,False,OB only,False,"08:30-11:00 America/New_York, 11:00-13:00 America/New_York"
NAS100,2026-03-16T16:00:00+00:00,,,NY,bullish,BOS BOS,50pct,24687.62,24608.73,24999.0,,3.948,,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,2,discount,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2026-03-16T14:00:00+00:00,BOS,BOS,False,False,False,,,,,False,16,bullish,with_trend,2026-03-16T15:00:00+00:00,1,2026-03-16T15:00:00+00:00,LONG,aligned,no_fvg,NY,NY,True,False,never_filled,False,"08:30-11:00 America/New_York, 11:00-13:00 America/New_York"
NAS100,2026-03-17T07:00:00+00:00,2026-03-19T08:00:00+00:00,2026-03-19T11:00:00+00:00,London,bullish,BOS BOS,proximal,24536.25,24475.98,24662.25,,2.09,,sl,24536.25,0.0,-1.0,-1.0,0.0,1.891,-0.601,3,-1,-1,21,discount,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-03-16T09:00:00+00:00,BOS,BOS,True,False,False,,,,,False,7,bullish,with_trend,2026-03-17T06:00:00+00:00,1,2026-03-16T15:00:00+00:00,LONG,aligned,fresh,London,London,False,False,Neither,True,"08:30-11:00 America/New_York, 11:00-13:00 America/New_York"
NAS100,2026-03-17T07:00:00+00:00,2026-03-19T08:00:00+00:00,2026-03-19T12:00:00+00:00,London,bullish,BOS BOS,50pct,24507.12,24475.98,24662.25,,4.985,,sl,24507.12,0.0,-1.0,-1.0,0.0,4.596,-2.717,4,-1,-1,21,discount,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-03-16T09:00:00+00:00,BOS,BOS,True,False,False,,,,,False,7,bullish,with_trend,2026-03-17T06:00:00+00:00,1,2026-03-16T15:00:00+00:00,LONG,aligned,fresh,London,London,False,False,Neither,True,"08:30-11:00 America/New_York, 11:00-13:00 America/New_York"
